Theme,Source,Content
Extending a Study Permit,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Services for refugees and refugee claimants 
Government-assisted refugees
Under the Government assisted refugees program, refugees are referred to Canada for resettlement by the United  Nations Refugee Agency or another referral organization. Government-assisted refugees receive support for up to 1 year from the date they arrive in Canada or until they can support themselves – whichever happens first. This may include accommodation, clothing, food, and help finding employment."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,IRCC has a video about what to expect as a refugee resettling in Canada.
Extending a Study Permit,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Privately sponsored refugees
Groups of volunteers in Canada can privately sponsor refugees. They will help newcomers adjust to life here. Sponsorship groups must support a refugee for 1 year after they arrive or until they can support themselves – whichever comes first. You do not need to pay your sponsor for these services. Sponsors are not allowed to ask you for money to help you resettle."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Refugee claimants
If you are a refugee claimant, or if you do not have refugee status but want to seek asylum in Canada, it is important to understand the steps you will have to take to file a refugee claim and obtain a hearing."
Extending a Study Permit,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"B.C. is also home to a world-acclaimed transfer system, which means you can move easily from one qualification level to the next and from one post-secondary institution to another. This gives you the flexibility to choose the study path that best suits your educational goals."
Extending a Study Permit,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Post-secondary international students can transfer between programs of study and institutions without applying for changes to their study permits. For more information about transferring between institutions in British Columbia, visit the British Columbia Council on Admissions and Transfer (BCCAT) website."
Extending a Study Permit,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Post-secondary institutions
B.C. is the first province in Canada to provide students with a globally recognized seal of quality for post-secondary education - the Education Quality Assurance (EQA) designation."
Extending a Study Permit,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Private career and language training
Privately-operated career and language training institutions offer non-degree level programs in a variety of areas of study. In British Columbia, private training institutions require a certificate under the Private Training Act if they provide, or offer to provide, at least one career-related program with 40 hours or more of instructional time, and tuition of at least $4000."
Extending a Study Permit,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Spela på ett casinon med hög utdelning för maximala vinster. Många spelare väljer casino med bäst utdelning för bättre odds.
Distance and online learning
You may also choose to earn your B.C. qualification without leaving home through online distance and supported open learning (this is also called distributed learning). This is a great option if you can't afford to take time out of work for full-time study."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"What you need to work in B.C.
In addition to your Social Insurance Number and work permit (if required), here are some other items that you may need to get a job in B.C.:
A résume
Work references
Education and professional credentials (translated into English if the originals are in another language)
Professional certification from a B.C. regulatory authority
Some items can only be completed once you are in B.C., but many can be prepared before you arrive. The more you have done before you arrive, the more likely you are to get a job in your field."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Resumés
Many companies ask for a resumé and cover letter when you apply for a job. A resumé describes your work experience and education. It says when you had a job and what you did. A cover letter is a short letter to the employer. You should write why you want the job and why you will be good at it. The cover letter is very important. It lets the employer know you better. It also shows how well you communicate. Find out how the company would like to receive your resumé and cover letter – by email, through a website, or printed on paper.
Go to WorkBC’s website to learn how to write your resumé and cover letter.
WorkBC Centres also offer free workshops. Visit the website to find a centre near you. 
The job search section of Canada’s Job Bank has information about writing a resumé.
References
Before you start looking for a job, find some references. References are people who know you and can recommend you for a job. Employers may contact your references to ask about your qualifications. You will need to give their names and contact information (phone number and email address) when you apply for a job. Ask former employers and landlords if they can be your reference."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"If you are new to Canada, you may not have any references here. Volunteering can help you get local work experience and meet people who will be a reference for you.  A WorkBC Centre may be able to help you find volunteer experience."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,There is also information on Canada’s Job Bank website.
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Different types of credential assessments
There are different types of credential assessment depending on what the assessment will be used for. Two common reasons that newcomers are asked to complete a credential assessment are:
Immigration - most individuals immigrating to Canada for work (economic immigration) need to have an educational credential assessment (ECA). An ECA is used to verify that a foreign degree, diploma, or certificate (or other proof of your credential) is valid and equal to a Canadian one.
Professional certification – credential assessments for professional certification often look at more than education. It may also be necessary to provide information about work experience, licenses or other official certifications from outside of Canada. In addition, it may be necessary to pass some tests related to the job.
It is very important to understand what type of assessment it is. A credential assessment that was completed for immigration purposes usually cannot be used for professional certification."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Back 
How to get help finding a job
The Career Paths for Skilled Immigrants program helps immigrants find skilled jobs in B.C. that use the education and experience you bring to Canada. Career Paths can help you get jobs that match your experience and background."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"International credential recognition is separate from the education credential assessment (ECA) you may have completed as part of the immigration process with Immigration, Refugees and Citizenship Canada (IRCC). Some people who were educated outside of Canada may need to complete more training before they can be certified and work in regulated jobs in Canada."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"You should start your application as soon as you can. Some regulatory authorities will allow you to apply before you come to Canada.
Visit the regulatory authority’s website and carefully read about the application process and costs
Contact the regulatory authority by phone or email. Ask any questions you have about document requirements
Prepare your documents for the application. Talk to the regulatory authority before having your documents translated or assessed. The authority may have rules about where to go for this service
Ask if you need to take an exam or provide a reference from your previous employer
Prepare the money to pay the application costs. If you don’t have the money, you may be able to get a low-interest loan to help you pay the fees. There are programs that provide financial help:
The Career Paths for Skilled Immigrants program
Foreign Credential Recognition (FCR) Loan Project
Global Talent Loans
Waiting for results
It may take several months for your application to be assessed. During this time, the regulatory authority may:
Contact your references and past employers to check your experience
Test your job-related skills
Interview you
Ask for more documents or information
You must receive your certification before you can be hired and begin working in a regulated job in B.C."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"If you would like to come and work in B.C., visit the Immigration, Refugees and Citizenship Canada (IRCC) website to find out about the options available to you. An online tool is available on the IRCC website that can help you to determine if you are eligible to come to Canada as an immigrant, temporary resident or visitor."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Immigration, Refugees and Citizenship Canada: Come to Canada tool
Topics on this page
Temporary foreign workers (TFWs)
Extending your work permit
Becoming a permanent resident
Temporary foreign workers (TFWs)
If you would like to work in B.C. temporarily, there are several steps you’ll need to take. If you are not a Canadian citizen or permanent resident, then you will usually need both a valid work permit and a Social Insurance Number (SIN) in order to work in British Columbia. While in B.C., you have many of the same rights as British Columbians."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"How do I get a work permit?
If you want to come to B.C. temporarily to work, you will likely need to get a work permit.
Find out if you need a work permit
In some situations you can get a work permit even if you do not have a job offer. These work permits are called open work permits.
Find out more about open work permits
If you can’t get an open work permit, you will need a job offer from an employer. In most cases, before hiring a foreign worker an employer must receive a positive Labour Market Impact Assessment (LMIA) showing that there are no Canadian citizens or permanent residents available to fill the job. A positive LMIA is sometimes called a confirmation letter."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Once an employer has a positive LMIA, they can hire you as temporary foreign worker and you can apply for a work permit. There is a fee to apply for an LMIA. The employer is responsible for applying for an LMIA and paying the application fee.
Find out if you need a Labour Market Impact Assessment
Do I need a visitor visa?
In addition to a work permit, you may need a visitor visa in order to enter Canada.
Find out if you need a visitor visa
If you are working temporarily in B.C., your spouse or common-law partner and your dependents may be able to come with you. They may also be eligible to apply for a study or work permit.
Information on spousal work permits
What are my rights as a worker in B.C.?
While living and working in B.C. as a temporary foreign resident, you have many of the same rights as British Columbians.
Find out more about your rights as a temporary foreign worker
Social Insurance Number
You will need a Social Insurance Number (SIN) to work in Canada. You also need a SIN to use government programs and benefits. Learn how to apply for your SIN and what documents you will need to apply."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Extending your work permit
If you have a work permit that’s about to expire, you need to apply to Immigration, Refugees and Citizenship Canada (IRCC) to extend your work permit, or make changes to the conditions on it."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,You need to apply at least 30 days before your current work permit expires.
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,You can’t extend your work permit beyond the expiry date of your passport.
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Employer-specific work permits
You need to apply to extend or change the conditions of your work permit if:
your job is extended
there are changes to your current job, such as:
a change in your pay
new responsibilities
you’re offered a different job
you want to work for a new employer
You can’t start working at a different job or for a new employer until you get your work permit with the new conditions."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Open work permits
If you have an open work permit, you may be able to extend it if you’re still eligible to work in Canada with an open work permit."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Becoming a permanent resident
If you want to make your temporary stay in B.C. permanent, there are several options for getting permanent residence in Canada. For some of these programs, you may be eligible even if you have not yet arrived in Canada."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Becoming a Canadian Citizen - IRCC
Once you have been a permanent resident in Canada for several years, you may be able to apply for Canadian Citizenship."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you are in B.C. under the federal Temporary Foreign Worker Program, there are rules that your employer needs to follow. If your employer is not following the terms of your employment agreement or if you suspect that your employer is abusing or misusing the Temporary Foreign Worker Program, you can contact Employment and Social Development Canada. They have a confidential tip line, 1-866-602-9448, and an Online Fraud Reporting Tool."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you feel that you are being abused or you are at risk of being abused in relation to your job in Canada, you can report the issue to an appropriate enforcement agency, such as the police, WorkSafeBC, or the Employment Standards Branch, listed below."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,You may also be eligible for an open work permit for vulnerable foreign workers who are victims of abuse. This work permit helps protect your rights as a worker by helping you leave an abusive situation to find a new job. More information can be found on IRCC’s website.
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Canada Pension Plan: The Canada Pension Plan (CPP) is a Canadian government program. The pension replaces part of your income when you retire and stop working. If you qualify, you will receive monthly payments for the rest of your life. If you have an employer, they will deduct half of your CPP contribution from every paycheque. The employer will pay the other half of your contribution. If you are self-employed, you pay the whole contribution. The government also gives money to the program. You are eligible to receive CPP payments after you retire (permanently stop working). The amount you get will depend on how much you worked. If a CPP contributor dies, their husband or wife may be eligible to get their CPP payments. These are called survivor benefits."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"family caregiver benefit for children
family caregiver benefit for adults
compassionate care benefits
For more information and to see if you are eligible, visit the Government of Canada website."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Holidays
Most holidays in Canada are set by the government. They are called statutory holidays. On statutory holidays, you get a day off work, but you still get paid. There are some requirements for these rules to apply. For example, you must have worked for your employer for 30 days or more. You must have worked at least 15 of the 30 days before the holiday."
Extending a Study Permit,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"• New Year’s Day (January 1)
• Family Day (third Monday in February)
• Good Friday (Friday before Easter Sunday, in March or April)
• Victoria Day (Monday before May 24)
• Canada Day (July 1. If July 1 is a Sunday, the statutory holiday is on July 2)
• B.C. Day (first Monday in August)
• Labour Day (first Monday in September)
• National Day for Truth and Reconciliation (September 30) 
• Thanksgiving (second Monday in October)
• Remembrance Day (November 11)
• Christmas Day (December 25)"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"Who can work on-campus
You can only start working in Canada when you start your study program. You can’t work before your studies begin."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,You can work as an international student in Canada if your study permit lists a condition that says you’re allowed to work on- or off-campus.
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"You can work on your school campus, without a work permit, if you"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"are a full-time post-secondary student at a
public post-secondary school, such as a college, university, trade or technical school, or CEGEP in Quebec
private post-secondary school in Quebec that operates under the same rules as public schools in Quebec
private or public secondary or post-secondary institution in Quebec offering qualifying programs of 900 hours or longer leading to a diploma of vocational studies (DVS) or an attestation of vocational specialization (AVS)
Canadian private school that can legally award degrees under provincial law (for example, associate degree, bachelor’s degree, master’s degree or doctorate), but only if the student is enrolled in a study program leading to a degree authorized by the province
This may not include all programs of study offered by the private institution.
have a valid study permit or maintained status
have printed conditions on your initial study permit allowing you to work on campus and
have a social insurance number (SIN)
Students with a part-time course load in their final semester
If you were a full-time student in every semester of your program, but you’re studying part-time in your final semester to finish your required coursework, you can still work an unlimited number of hours on campus."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"on the day you stop studying full-time, unless you’re in your final semester and you meet other requirements
when your study permit expires
if you’re on an authorized leave from your studies
if you’re switching schools and aren’t currently studying
You can return to work only once you’re back to studying and you meet all the requirements to work on-campus."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"Where you can work
“On-campus” means you can work at all the buildings on your school campus. If your school has more than one campus, you may only work at the campus where you’re studying in most cases."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"the school
a faculty member
a student organization
yourself, if:
you run a business that is physically located on-campus (for example: you own a coffee shop that is located on campus)
a private business
a private contractor that provides on-campus services to the school
Apply for a social insurance number to work in Canada
A social insurance number (SIN) is a 9-digit number that the Government of Canada gives you. With this number, you can work in Canada and get government benefits and services."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"To apply for a SIN to work on campus, you must have 1 of these conditions printed on your study permit:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"May accept employment on or off campus if meeting eligibility criteria as per R186(f), (v) or (w). Must cease working if no longer meeting these criteria.
This permit does not authorize the holder to engage in off campus employment in Canada. May accept employment only on campus if meeting eligibility criteria as per R186(f). Must cease working if no longer meeting these criteria.
If you’re eligible to work on campus, but we didn’t include either of these conditions on your study permit, you can ask to have them added. There’s no fee to add these conditions to your permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,You’ll need to request an amendment to your study permit before you can apply for a SIN from Service Canada
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"If you have the right conditions on your study permit, you can apply for a SIN. You should apply online to either"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-on-campus.html ****,"submit a SIN application for the first time, or
update your existing SIN
You can update the expiry date listed on your SIN or update your status in Canada.
You can also apply in person at a Service Canada Centre or by mail, but it may take longer than applying online."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Changes to off-campus work hours
As of November 8, 2024, students are allowed to work off campus up to 24 hours per week without a work permit. Make sure you meet the other requirements for working while you study."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Who can work off campus
You and your employer must make sure you can work off campus without a work permit before you start working. If you start working off campus but don't meet the requirements, you may have to leave Canada."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,You can only start working in Canada when your study program has started. You can't work before you start your studies.
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"If you're able to work during your studies, it'll say so in the conditions on your study permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"If you're eligible for off-campus work, you don't need a work permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Eligibility requirements
You can work off campus without a work permit if you meet all of these requirements:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"You're a full-time student at a designated learning institution (DLI)
You're enrolled in either of the following
a post-secondary academic, vocational or professional training program or
a secondary-level vocational training program (Quebec only)
Your study program
is at least 6 months long and
leads to a degree, diploma or certificate
You've started studying
You have a social insurance number (SIN)
If you're a part-time student at a DLI
You can work off campus only if:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"you meet all of the requirements above, except the requirement to be a full-time student,
and
you're only studying part-time, instead of full-time, because:
you're in the last semester of your study program and you don't need a full course load to complete your program and
you were a full-time student in your program in Canada, up until your last semester
If you're on an authorized leave
If you're on an authorized leave from your studies, or you're switching schools and you're not studying, you can't work off campus. You can only return to work once you're back to studying."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Get a social insurance number (SIN) to work in Canada
A SIN is a 9-digit number that the Government of Canada gives you. You need one to work in Canada."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"To apply for a SIN to work off campus, you must have 1 of these conditions printed on your study permit:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"May work 24 hours per week off campus or full-time during regular breaks if meeting criteria outlined in paragraph 186(v) of the Immigration and Refugee Protection Regulations (IRPR).
May accept employment on or off campus if meeting eligibility criteria, per paragraph 186(f), (v) or (w) of the IRPR, and must cease working if no longer meeting these criteria.
If your study permit doesn't have work conditions on it
You can ask to have these conditions added if you're eligible to work off campus. There's no fee to add these conditions to your permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,You must request an amendment to your study permit before you can apply to Service Canada for a SIN.
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"How many hours you can work off campus
During regular school terms or semesters
You can work up to 24 hours per week. You can work more than 1 job to make up these hours as long as you continue to meet the conditions of your study permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"If your current study permit says that you may only work 20 hours per week off campus (for example), you are allowed to work up to 24 hours per week as long as you continue to meet the eligibility requirements."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Working more than 24 hours per week is a violation of your study permit conditions. You can lose your student status for doing this, and may not be approved for a study or work permit in the future. You may also have to leave the country."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"keeping track of the hours that you work off campus and
Hours are defined as any time you spend earning wages or collecting a commission, even if you’re on call during these hours and not actually working.
proving that you’re complying with the conditions of your study permit
To do this, you must show that you’re
actively pursuing your studies
not working more than 24 hours per week
meeting any other conditions listed on your study permit
Self-employed students
If you’re a self-employed person, you’re also responsible for keeping track of the hours you work off campus and proving that you’re complying with the conditions of your study permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"earning wages
being paid wages for performing a service or selling a product
collecting a commission for performing a service or selling a product
Who can't work off campus
You can't work off campus without a work permit if any of these situations apply to you:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"your study permit says you aren't authorized to work off campus while you study
you're only enrolled in an English or French as a second language (ESL/FSL) program
you're only taking general interest courses
you're only taking courses required to be accepted into a full-time program
your situation changes and you no longer meet all of the requirements to work off campus
If any of these situations apply to you, and you want to work while studying in Canada, you need to apply for a work permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"If your study situation changes
If you weren't eligible to work off campus, but your study situation has now changed, you may be able to change the conditions of your study permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,You can apply to change the conditions of your permit if:
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"you've changed your study program to one that may allow you to work off campus and 
your study permit says ""This permit does not permit the holder to engage in off-campus employment in Canada""
OR"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"we included a condition on your study permit that may no longer apply
Example: You have a study permit to complete prerequisite courses, such as an ESL or FSL course. You're then accepted into a full-time study program. This would mean you could apply to have the condition (not being allowed to work off campus) removed from your study permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,You must apply to change the conditions of your study permit. There's a fee to make this change. You must change the conditions on your permit before you can apply for a SIN.
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Changing the conditions on your study permit
You'll need to apply for a new study permit from within Canada."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"When you apply online, your personalized checklist will include the Application to Change Conditions, Extend my Stay or Remain in Canada as a Student [IMM 5709]. On that form, check the box to Apply for a study permit for the first time or extend my study permit and fill out the rest of the required fields."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,Include a letter with your application explaining why you need the condition removed from your study permit.
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Working after you complete your study program
After you complete your study program, there are 2 ways you may be able to work full-time:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"you already applied for a work permit before your study permit expired or
you're starting a new study program
You need to meet all the requirements listed below to work full-time. If we refuse your work or study permit application, you must stop working and leave Canada."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"If you already applied for a work permit
You can work full-time if you meet all of these requirements:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"You were already able to work off campus during your studies
You applied for a work permit or post-graduation work permit before your study permit expired
You're waiting for a decision on your work permit application
New rules about where to apply for a PGWP
If you’re starting a new study program
You can work full-time if you meet all of these requirements:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"You were already able to work off campus during your previous studies
You have a valid study permit or you applied to extend your study permit before it expired
You received written confirmation from your current school that you completed your program
You received a letter of acceptance to a new full-time study program at a DLI
You’ll start your new program within 150 calendar days of receiving the confirmation that you completed your previous program
Working outside Canada
You can work remotely for an employer outside Canada as long as you still meet the conditions of your study permit. This type of work doesn’t count towards your 24 hours per week off-campus work limit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"Eligibility
Some study programs include work experience as part of their curriculum. You can apply for a co-op or intern work permit if you meet all of the following conditions:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"You have a valid study permit.
You are required to work in order to complete your study program in Canada.
You have a letter from your school that confirms all students in your program need to complete work placements to get their degree.
Your co-op placement or internship totals 50% or less of your study program.
Who's not eligible
You aren’t eligible for a co-op work permit if you’re taking one of the following:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"English or French as a second language (ESL/FSL),
general interest courses, or
courses to prepare for another study program.
If you’re not eligible for a co-op work permit, but you want to work in Canada, you need to apply for a work permit."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"How to apply
How you apply for a co-op work permit depends on if you already applied for your study permit or not. Answer a few questions to get your instructions."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"When to extend your study permit
If you want to keep studying, you must apply to extend your permit at least 30 days before it expires."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"Make sure your passport doesn’t expire at the same time.
Your study permit cannot be extended beyond your passport’s expiry date.
If you apply before your permit expires, you can continue to study under the same conditions as your current study permit until we make a decision. This only applies as long as you stay in Canada.
If you finish your studies earlier than expected
Your study permit will expire on whichever date comes first:"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"the date marked on the permit or
90 days after the day you complete your studies"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"If you finish your studies later than expected
You must apply to extend your study permit at least 30 days before the original expiry date."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"keep studying until your current permit expires or
transfer to another DLI
If you want to extend your study permit, you’ll need to enroll at a school with DLI status."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"If you plan to leave Canada either before or after you’ve applied for a study permit extension, you won’t be allowed to re-enter unless"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"you have a valid study permit or a letter of introduction that shows you were approved for a study permit and
you have a valid travel document
If you deferred your enrolment
If you’ve deferred your enrolment and the DLI that issued your letter of acceptance is de-designated before you start studying, you can’t start studying at that school."
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"If you’re in Canada with a valid study permit, you’ll need to
apply to and be accepted at a new DLI
update the information about your learning institution in MyAccount
If your study permit has been approved but not issued yet
we’ll send you a request to provide a new letter of acceptance from a new DLI
you’ll need to update the information about your learning institution in MyAccount (if your study permit is approved)"
Extending a Study Permit,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/how-to-apply.html#wb-cont ****,In Canada study permit applicants: New rules about applying at a port of entry
