question,answer
How do I apply for a job?,"To apply for a job in British Columbia, you will need to send a résumé (also known as curriculum vitae or CV) and cover letter to the employer. The employer may also ask you to complete an application form, or to see your portfolio or a sample of your work. Job postings usually have instructions about how to submit your documents – by email, fax, mail or online – and the deadline to apply for the job. For more information: Government of Canada: Look for Jobs in Canada Government of Canada: Look for Jobs in Canada Government of Canada: Welcome to Canada Government of Canada: Welcome to Canada Vancouver Public Library: Skilled Immigrant InfoCentre Vancouver Public Library: Skilled Immigrant InfoCentre"
How do I create a good resume and cover letter?,"Your resume and cover letter are an employer’s first impression of you. A resume is a list of your qualifications and work experience. A cover letter is a short description of what makes you a strong candidate for that job. Everything matters, including spelling and formatting. Based on your resume and cover letter, the employer will decide whether to invite you for a job interview. It’s a good idea to have someone look over your resume and cover letter before you apply. Many settlement agencies can help you with this. For more information: Vancouver Public Library: Skilled Immigrant InfoCentre – Resume, Cover Letter and Interview Resources Vancouver Public Library: Skilled Immigrant InfoCentre – Resume, Cover Letter and Interview Resources WorkBC: Resume and Cover Letter WorkBC: Resume and Cover Letter WorkBC: Job Application Tips WorkBC: Job Application Tips Settlement.org: How Do I Create a Canadian-Style Résumé In Order To Find a Job? Settlement.org: How Do I Create a Canadian-Style Résumé In Order To Find a Job? WorkBC Blog: Resume Preparation – Not One Size Fits All WorkBC Blog: Resume Preparation – Not One Size Fits All"
How do I prepare for a job interview?,"The job interview is very important part of the job search process. The employer will decide if you have the skills and attitude they are looking for and if you will work well with other employees. It’s also a chance for you to find out if the organization is a place you would like to work. It’s a good idea to practice your interview techniques before you go to an interview. Depending on the job, you might also have to prepare some work to bring to the interview or be ready to demonstrate a skill. For more information: Settlement.org: How Do I Prepare for a Job Interview? Settlement.org: How Do I Prepare for a Job Interview? WorkBC: Job Application Tips WorkBC: Job Application Tips Government of Canada: Job Bank – Preparing for an Interview Government of Canada: Job Bank – Preparing for an Interview Vancouver Public Library: Skilled Immigrant InfoCentre – Preparing for an Interview Vancouver Public Library: Skilled Immigrant InfoCentre – Preparing for an Interview"
What are references and whom should I ask to be a reference?,"You may be asked to provide the names of references that a potential employer can contact to find out more about you. References are people who can talk about your work experience, work habits, character and skills. It is a good idea to choose people who can speak favourably about you and your work. This will improve your chances of getting the job. For more information: Canadian Immigrant: Where and How to Get References in Canada Canadian Immigrant: Where and How to Get References in Canada"
What is a regulated occupation?,"In Canada, there are two types of occupations – regulated and unregulated. Regulated occupations are also called professions, skilled trades or apprenticeable trades. If you want to work in a regulated occupation and use a regulated title, you must have a licence or a certificate or be registered with the regulatory body for your occupation in the province or territory where you plan to work. About 20% of Canadian jobs are in regulated occupations. Each regulated occupation sets its own requirements for obtaining a licence or a certificate, usually through the provincial or territorial regulatory body or professional association. These jobs are regulated to protect public health and safety and to ensure that professionals meet the required standards of practice and competence. For more information: Immigration, Refugees and Citizenship Canada: Regulated or Certified Occupations Immigration, Refugees and Citizenship Canada: Regulated or Certified Occupations Vancouver Public Library: Skilled Immigrant InfoCentre – Credential Evaluation Vancouver Public Library: Skilled Immigrant InfoCentre – Credential Evaluation"
What occupations are regulated in BC?,"Over 200 occupations are regulated in British Columbia. Some fields where regulated occupations are commonly found include health care, financial services, law and legal services, and engineering. If you want to work in one of these professions, you will need to be certified and registered for the occupation. Each regulated occupation has different standards, and each one has a regulatory authority to establish and uphold these standards. The regulatory authorities will assess your qualifications for certification and registration. This is called the Foreign Qualifications Recognition (FQR) assessment process. For more information: Canadian Information Centre for International Credentials: Find out if Your Occupation is Regulated or Not Canadian Information Centre for International Credentials: Find out if Your Occupation is Regulated or Not WelcomeBC: International Professional Credential Recognition WelcomeBC: International Professional Credential Recognition WelcomeBC: About the BC Provincial Nominee Program WelcomeBC: About the BC Provincial Nominee Program Canadian Information Centre for International Credentials Canadian Information Centre for International Credentials"
What trades are regulated in BC?,"Over 100 skilled and apprenticeable trades are regulated in British Columbia, including Red Seal trades. Red Seal trades are specific trades that some provinces and territories have jointly agreed on specific standards. In these trades, you may work in multiple provinces or territories without having to write examinations or get further certification. The Industry Training Authority (ITA) is responsible for leading and coordinating the skilled trades training and credentialing system for the province. ITA sets program standards, maintains credential records, and issues Interprovincial Red Seal and British Columbia Certificate or Qualifications credentials. For more information: Skilled Trades BC: Find Your Trade Skilled Trades BC: Find Your Trade Red Seal Trades Program: Trades in Canada Red Seal Trades Program: Trades in Canada"
What is a non-regulated (unregulated) occupation?,"A non-regulated (unregulated) occupation is one you can work in without a licence, certificate or registration. Most jobs in Canada are in non-regulated or unregulated occupations. Some occupations allow you to register with a professional body or association on a voluntary basis. Requirements will vary between employers, so you will need to be prepared to show that you have the education, skills and experience to do the job. Employers may also be interested in the Canadian equivalency to your international educational credentials or qualification, but it is up to the employer to decide whether the qualifications you have earned outside Canada are equivalent to the Canadian qualifications needed for the job."
How can I work in my profession or trade in BC?,"It will depend on your occupation and the country where you obtained your qualifications. If you want to work in a regulated occupation, you will need to become certified and registered for the occupation. Each regulated occupation has different standards, and each one has a regulatory authority to establish and uphold these standards. If you want to work in a non-regulated occupation, it will be up to the employer to decide whether or not your qualifications will be recognized. For more information: WelcomeBC: International Professional Credential Recognition WelcomeBC: International Professional Credential Recognition Canadian Information Centre for International Credentials: Find Out if Your Occupation is Regulated or Not Canadian Information Centre for International Credentials: Find Out if Your Occupation is Regulated or Not Canadian Information Centre for International Credentials: Search the Directory of Occupational Profiles Canadian Information Centre for International Credentials: Search the Directory of Occupational Profiles"
How can I contact the regulatory body or professional association related to my occupation?,"The Government of British Columbia has developed a list of regulatory or certifying organizations. You can search for an organization associated with your profession to find out more about industry standards, entrance requirements, and membership requirements. There are many professional associations in British Columbia that can help you in different ways. Joining a professional association will give you opportunities to learn about job opportunities, trends and changes in the industry, network with other professionals, and gain a better understanding of the industry. For more information: Government of British Columbia: Professional Regulatory Authorities Government of British Columbia: Professional Regulatory Authorities S.U.C.C.E.S.S. Foreign Credential Recognition Loan Project: Professional Associations S.U.C.C.E.S.S. Foreign Credential Recognition Loan Project: Professional Associations"
What is International Credential Evaluation Service (ICES)?,"International Credential Evaluation Service (ICES) evaluates the credentials of people who have studied in other provinces or countries and determines comparable levels in British Columbian and Canadian terms. The results of an ICES assessment are provided in evaluation reports that are objective, consistent and reliable. Many new immigrants have their credentials evaluated to determine equivalencies in Canada. There is a fee associated with this service. For more information: British Columbia Institute of Technology: International Credential Evaluation Service British Columbia Institute of Technology: International Credential Evaluation Service"
What do I need to know about starting a business?,"There are three main options for starting a business in British Columbia: build a new business from ground up, buy an existing business or start a franchise. If you decide to build up a new business, you will have to come up with an idea and business plan, marketing strategies for your product(s) and/or service(s), and establish your clientele and credit. You should also consider different business structures – Sole Proprietorship, Partnership, and Incorporation – each have different implications for liability and taxation. If you decide to buy an existing business, you will have some advantages, such as an established clientele and existing business method. However, you will have to figure out why the business is for sale and what it is really worth. If you decide to start a franchise, it combines the freedom of running an independent business with the advantages of working for a large business. There are many rules about starting a business. Businesses must be registered and, in some cases, licensed by the government. You may contact “Small Business BC” which is a key resource centre with comprehensive small business information and services to help you start your business. For more information: Government of Canada: Starting a Business Government of Canada: Starting a Business Government of British Columbia: Start Your Business Government of British Columbia: Start Your Business WorkBC: Self-Employment WorkBC: Self-Employment"
What funding is available if I want to start a business?,"There are different funding options available for people interested in starting a business in British Columbia. It’s a good idea to fund at least 25-50% of your business from your personal savings. It shows investors that you’re willing to assume risk to achieve success and it will be easier to raise funds from other sources. There are some grants available to help those starting a new business, as well as options for commercial or government loans. For more information: Government of Canada: Business Benefits Finder Government of Canada: Business Benefits Finder Canada Small Business Financing Program Canada Small Business Financing Program WorkBC: Finance Your Business WorkBC: Finance Your Business Small Business BC: How to Finace Your Start-up Business Small Business BC: How to Finace Your Start-up Business"
What services are available to support self-employment and small businesses in BC?,"There are many government funded self-employment programs that offer free services, loans and other financial support for people to start their small business. “Small Business BC” offers various workshops and seminars for small business owners to learn skills and knowledge about marketing, accounting, sales, etc. You may also consider connecting with the BC Chamber of Commerce which is the largest and most broadly-based business organization in British Columbia. The BC Chamber of Commerce and local Chambers of Commerce or Boards of Trade provide their members with various resources, workshops and networking opportunities to expand business networks and boost business opportunities. For more information: Small Business BC: Business Education Small Business BC: Business Education WorkBC Centre Locations WorkBC Centre Locations BC Chamber of Commerce BC Chamber of Commerce BC Chamber of Commerce: Membership Directory BC Chamber of Commerce: Membership Directory"
What is a Social Insurance Number (SIN)?,"A Social Insurance Number (SIN) is a nine-digit number that you need in order to work in Canada or have access to government programs and benefits. Children aged 12 years and older may apply for their own SIN. Parents and legal guardians can also apply for a SIN for children under the age of majority in their province. Each SIN is issued to one person only. It cannot legally be used by anyone else. You are responsible for protecting your SIN, so it is important that you keep it in a safe place. For more information: WelcomeBC: Social Insurance Number WelcomeBC: Social Insurance Number Government of Canada: Social Insurance Number Government of Canada: Social Insurance Number "
How do I apply for a Social Insurance Number (SIN)?,"You will need to visit a Service Canada Centre to apply for your Social Insurance Number (SIN). You will need to show certain documents, depending on your status in Canada. If you are a Permanent Resident (PR), you will have to show your PR card, confirmation of PR and Visa counterfoil in your foreign passport, or confirmation of PR and Visa counterfoil on Single Journey Document for Resettlement to Canada. If the name on your primary document is different from the name you currently use, you will also need to show one supporting document. All documents must be written in English or French or be accompanied by an official translation attested to by the translator before a notary public, or prepared by an officer of a foreign government or an official of the British or Canadian Consulate. For more information: Government of  Canada: Find a Service Canada Office Government of  Canada: Find a Service Canada Office Government of Canada: Social Insurance Number – Apply Government of Canada: Social Insurance Number – Apply"
What do I need to know about my Social Insurance Number (SIN)?,"Your Social Insurance Number (SIN) is a confidential number, so you should only provide it when it is legally required. Only some government departments and programs are allowed to collect and use your SIN. However, there is no law that stops organizations from asking for it. Store any document containing your SIN and personal information in a safe place. Do not keep it with you and never use it as a piece of identification. For more information: Settlement.org – Who Do I Need To Give My Social Insurance Number To? Settlement.org – Who Do I Need To Give My Social Insurance Number To? Office of the Privacy Commissioner of Canada: Protecting Your Social Insurance Number Office of the Privacy Commissioner of Canada: Protecting Your Social Insurance Number Government of Canada: Protecting Your Social Insurance Number Government of Canada: Protecting Your Social Insurance Number"
What is the Employment Standards Act of BC?,"Most occupations in British Columbia are covered under the Employment Standards Act of British Columbia. The Employment Standards Act of British Columbia sets out a minimum standard for employment and workplace safety that employers and employees must follow. These standards include wages, overtime, breaks, vacation leave, wage deductions and more. For more information: WelcomeBC: Guide to the Employment Standards Act and Regulation WelcomeBC: Guide to the Employment Standards Act and Regulation Government of British Columbia: Employment Standards Branch – Forms and Resources Government of British Columbia: Employment Standards Branch – Forms and Resources Government of British Columbia: Employment Standards Government of British Columbia: Employment Standards"
What is the Canadian Labour Code?,"Some occupations in British Columbia are covered under the Canadian Labour Code and not the Employment Standards Act of British Columbia, such the federal government, bank and airline employees. The Canadian Labour Code sets out a minimum standard for employment and workplace safety that employers and employees must follow. These standards include wages, overtime, breaks, vacation leave, wage deductions and more. For more information: Government of British Columbia: Employment Standards Government of British Columbia: Employment Standards Government of British Columbia: Do Provincial Employment Standards Apply to You? Government of British Columbia: Do Provincial Employment Standards Apply to You? Government of Canada: Federal Labour Standards Government of Canada: Federal Labour Standards"
What is WorkSafeBC?,"WorkSafeBC is a public agency that promotes workplace health and safety for workers and employers in British Columbia. WorkSafeBC also provides injured workers with compensation, medical benefits and help returning to work safely after their injury. For more information: WorkSafeBC: Learn About Employer Responsibilities WorkSafeBC: Learn About Employer Responsibilities WorkSafeBC: Staying Safe at Work WorkSafeBC: Staying Safe at Work"
What is Employment Insurance (EI)?,"Employment Insurance (EI) is a program run by the Government of Canada. It provides temporary income support to residents who are looking for work or cannot work. There are different types of benefits. Regular benefits are for people who lose their job through no fault of their own. Special benefits are for people who are sick, injured, pregnant, caring for a newborn or adopted child, or caring for a family member who is seriously ill with a significant risk of death. The requirements depend on where you live and what kind of benefits you apply for. For more information: Government of Canada: Employment Insurance Benefits and Leave Government of Canada: Employment Insurance Benefits and Leave"
Is volunteering a good way to gain Canadian experience?,"Volunteering is an important part of Canadian life. Many Canadians volunteer for non-profit organizations, charities or other organizations. Volunteering is an excellent way to gain Canadian experience, practical knowledge of the Canadian workplace, and references. It is also a great way to meet new people, develop new skills, and learn about issues that affect your community. For more information: Prepare for Canada: Video – Benefits of Volunteering for Newcomers Prepare for Canada: Video – Benefits of Volunteering for Newcomers Volunteer Canada: Building Blocks for Newcomers – A Guide on Volunteering Volunteer Canada: Building Blocks for Newcomers – A Guide on Volunteering"
Where can I find information about volunteer opportunities in BC?,You can find information about volunteer opportunities on different websites. You can also contact your local settlement agency and they will be able to help you. Most municipal governments also have well-developed systems and resources to help you volunteer in the community. Visit the website of your municipality for more information. For more information: Volunteer BC: Volunteer Centres in BC Volunteer BC: Volunteer Centres in BC Go Volunteer: Connecting Volunteers with Not-For-Profits Go Volunteer: Connecting Volunteers with Not-For-Profits Canada Helps: Quiz – What Kind of Volunteer Are You? Canada Helps: Quiz – What Kind of Volunteer Are You?
What are my rights and responsibilities as a volunteer?,"It is important for you to know what you are committing to when you volunteer. You can ask the volunteer centre or organization that you are interested in volunteering with what they expect and what they can offer you. For more information: Volunteer Canada: The Canadian Code for Volunteer Involvement – Values, Guiding Principles and Standards of Practice Volunteer Canada: The Canadian Code for Volunteer Involvement – Values, Guiding Principles and Standards of Practice Org: What Are My Rights and Responsibilities as a Volunteer? Org: What Are My Rights and Responsibilities as a Volunteer?"
What is the Medical Services Plan of British Columbia (MSP)?,"The Government of British Columbia has a health insurance plan called the Medical Services Plan of British Columbia (MSP). It is only available for residents who are Canadian citizens, Permanent Residents (PRs) or Government Assisted Refugees (GARs) and who have lived in British Columbia for three months. Post-secondary international students with study permits and people with work permits for six months or longer can also get MSP. Some refugee claimants may also qualify for MSP. For more information: WelcomeBC: BC Medical Services Plan (MSP) and Medical Insurance WelcomeBC: BC Medical Services Plan (MSP) and Medical Insurance Government of British Columbia: Medical Services Plan – BC Residents Government of British Columbia: Medical Services Plan – BC Residents"
What services does the Medical Services Plan (MSP) cover?,"The Medical Services Plan of British Columbia (MSP) pays for most health costs, such as doctors, most medical tests, and treatments. Some health costs are not covered by MSP, such as dentists and physiotherapists. MSP might cover some unexpected medical services while you are temporarily absent from BC. The cost of medical care outside BC or Canada can be higher than the amount covered by MSP. Visit the Ministry of Health’s website for more information about exclusions and limitations about medical benefits covered by MSP. For more information: Government of British Columbia: Medical Services Plan – Benefits Government of British Columbia: Medical Services Plan – Benefits Government of British Columbia: Medical Benefits Outside of B.C. Government of British Columbia: Medical Benefits Outside of B.C."
How much does the Medical Services Plan (MSP) cost?,"Medical Services Plan (MSP) premiums were eliminated as of January 1, 2020. You are eligible for medical benefits under MSP at no cost to you if you are a citizen or permanent resident and you are physically present in BC at least 6 months of the calendar year. All BC residents must by law enrol in the MSP. For more information: Government of British Columbia: Medical Services Plan – Premiums Government of British Columbia: Medical Services Plan – Premiums"
How do I register for the Medical Services Plan (MSP)?,"You should register for the Medical Services Plan of British Columbia (MSP) as soon as you arrive in British Columbia. All residents must register for MSP. There is a waiting period, which means that you will not get MSP coverage for up to three months. You can apply for MSP coverage, Supplementary Benefits and Fair PharmaCare for you and your family using the BC Application for Health and Drug Coverage. You can apply online or by submitting a paper form. After you apply, you will receive a letter about your MSP enrolment. For more information: Government of British Columbia: Medical Services Plan – How to Apply Government of British Columbia: Medical Services Plan – How to Apply"
What is the BC Services Card?,"The BC Services Card is a secure government-issued identification card that eligible residents of British Columbia can use to access provincially funded health services under the Medical Services Plan of British Columbia (MSP). There are three versions of the card: BC Driver’s Licence and Services Card, Photo BC Services Card, and Non-Photo BC Services Card. BC Services Cards expire every five years and need to be renewed before the expiry date. You do not need to pay for the BC Services Card. For more information: Government of British Columbia: BC Services Card Government of British Columbia: BC Services Card"
What is PharmaCare?,"PharmaCare and Fair PharmaCare help residents of British Columbia with the cost of eligible prescription drugs and certain medical supplies and pharmacy services. They provide assistance through several drug plans. To be eligible for PharmaCare, you must be enrolled in the Medical Services Plan of British Columbia (MSP). Once you have PharmaCare coverage, any portion of your prescription covered by PharmaCare is calculated at the time of purchase. You pay only the costs not covered by PharmaCare. Assistance through the Fair PharmaCare plan is based on income from the last two years. The lower your income, the more help you receive. There is no cost to register. If you are a new resident of British Columbia, you can register for Fair PharmaCare when you register for the Medical Services Plan (MSP). All family members on the same MSP account will be registered together. For more information: Government of British Columbia: BC PharmaCare Plans Government of British Columbia: BC PharmaCare Plans Government of British Columbia: Patient Information Sheets – Fair PharmaCare Plan Government of British Columbia: Patient Information Sheets – Fair PharmaCare Plan Government of British Columbia: Forms for BC Residents – Fair PharmaCare Registration Government of British Columbia: Forms for BC Residents – Fair PharmaCare Registration"
What is the BC Healthy Kids Program?,"The Healthy Kids Program provides coverage for basic dental treatment, optical care and hearing assistance to children in low-income families who are not receiving income assistance, disability assistance or hardship assistance. Children in families eligible for Medical Services Plan (MSP) Supplementary Benefits are eligible for the Healthy Kids Program. For more information: Government of British Columbia: Healthy Kids Program Government of British Columbia: Healthy Kids Program Government of British Columbia: Medical Services Plan – Supplementary Benefits Government of British Columbia: Medical Services Plan – Supplementary Benefits"
What is the Interim Federal Health Program (IFHP)?,"The Interim Federal Health Program (IFHP) is a program that pays for medical services for a short period of time for some refugees and refugee claimants. It is not designed to replace provincial health insurance and does not provide the same extent of coverage as the Medical Services Plan of British Columbia (MSP). Refugees and refugee claimants may be eligible if they cannot afford to pay for medical services and are not covered under MSP or private health insurance. After receiving coverage under MSP, refugees and refugee claimants may still be eligible for partial benefits under the IFHP program for up to 12 months after arrival in Canada. For more information: Immigration, Refugees and Citizenship Canada: Interim Federal Health Program Immigration, Refugees and Citizenship Canada : Interim Federal Health Program"
What is Extended Health Care?,"Some employers offer extended health care benefits to their employees. These benefits are designed to help promote the continued health and wellbeing of staff. Benefits include coverage for a wide range of services not included under the Medical Services Plan (MSP) of British Columbia, such as prescription drugs, vision care, emergency medical care while traveling, sessions with registered clinical psychologists and massage therapists, and medical equipment purchases."
Do I need private health insurance?,"The Medical Services Plan of British Columbia (MSP) does not cover all medical costs. If you do not have extended health care benefits through your job, you can buy extra insurance from a private company. MSP only provides coverage for emergency hospital care when traveling outside Canada, with a limit of $75.00 a day in Canadian funds. You should consider additional private health insurance when traveling abroad. There are three types of private health insurance agency: for-profit, not-for-profit and co-operatives. In B.C., Pacific Blue Cross is the dominant non-for-profit private insurer. If you are new to BC and don’t have any medical coverage, you should get short-term private health insurance while you wait for your Medical Services Plan of British Columbia (MSP) coverage to begin. For more information: A Guide to Supplementary Health Insurance A Guide to Supplementary Health Insurance Pacific Blue Cross Pacific Blue Cross"
Is there an interpreting service available to help me when I go to a doctor?,The Provincial Health Services Authority provides free interpretation services in over 200 languages. The services include: on-site interpreting (Lower Mainland only); virtual health visit interpreting (e.g. Zoom); video remote interpreting (e.g. using iPad); and over the phone interpreting. The services are provided to health-care professionals who work for any agency or service under the BC health authorities. Doctors and other health care professionals are not required to use the interpreting service and they might not even don’t know that these services exist. You should consider mentioning the interpreting services to your doctor or health care provider if you need this service. For more information: Provincial Health Services Authority: Interpreting Provincial Health Services Authority: Interpreting
What is HealthLinkBC?,"HealthLinkBC provides free non-emergency health information and referral services any time of the day or night, every day of the year. It has translation services in more than 130 languages. When you call 8-1-1, say the name of your language (e.g. “Punjabi”). You can learn about health topics, check your symptoms, and find the health services that you need. You can also search the online directory to find health services in your community. To access HealthLinkBC, call 8-1-1 from anywhere in British Columbia to speak with a nurse. On weekdays, you can speak with a dietician about nutrition and healthy eating, and at night, you can speak with a pharmacist to answer medication questions. It also provides access to HealthLinkBC files, which are easy-to-read factsheets on public health and safety topics. For more information: Government of British Columbia: HealthLinkBC Government of British Columbia: HealthLinkBC Government of British Columbia: HealthLinkBC Files List Government of British Columbia: HealthLinkBC Files List WelcomeBC: HealthLinkBC WelcomeBC: HealthLinkBC"
What is a Community Health Centre (CHC)?,"A Community Health Centre (CHC) is a non-profit, publicly funded health services centre. Family physicians, nurse practitioners, nurses, dieticians, dental hygienists, health promoters, community health workers and other care providers and health program staff all work as a team to deliver care and support. For more information: British Columbia Association of Community Health Centres British Columbia Association of Community Health Centres "
What is a Public Health Unit?,"Many communities have Public Health Units. Public Health Units are medical offices where nurses and doctors give free health care information. They are experts in immunization, communicable disease control, maternal and pregnancy health, early childhood development, speech therapy, audiology, nutrition, dental health and other public health topics. You will need your BC Services Card to visit a Public Health Unit. For more information: Government of British Columbia: Find a Public Health Unit or Community Health Centre Government of British Columbia: Find a Public Health Unit or Community Health Centre"
What is a walk-in clinic?,"If you do not have a family doctor, you can go to a walk-in clinic. You do not need an appointment. These clinics have nurses and doctors who see patients in the order that they arrive. Service hours vary and can change at any time. Some are open late and many are open seven days a week. Most large communities have walk-in clinics. You can find the walk-in clinic(s) in your community on the HealthLinkBC website. For more information: HealthLinkBC: Find Services – Walk-in Clinics HealthLinkBC: Find Services – Walk-in Clinics"
When should I go to the hospital?,"If you have a serious accident or suddenly get very sick, you should go to the emergency department of a hospital. Many emergency departments are open 24 hours a day. If you are taking prescription medicine, you should bring it with you. There is at least one hospital in every community. You can find the hospital(s) in your community on the HealthLinkBC website. You do not have to pay for hospital costs if you are covered under the Medical Services Plan (MSP) of British Columbia. For more information: HealthLinkBC: Find Services – Hospitals HealthLinkBC: Find Services – Hospitals"
When should I call an ambulance?,"You should only call for an ambulance if there is a health emergency and you need immediate medical assistance. If you need an ambulance, call 9-1-1. In some small communities, the emergency phone number is not 9-1-1. Your settlement agency, town Hal, or police department can tell you the number. You can also find it online. Search for “emergency number” and your community’s name. Ask for an ambulance. The ambulance will take you to the emergency department of a hospital. The Medical Services Plan (MSP) of British Columbia will not pay for the ambulance. If you go in an ambulance, you do not have to pay right away. You will get a bill later. If you have a low income, you may receive financial assistance. For more information: WelcomeBC: Healthcare – Emergencies WelcomeBC: Healthcare – Emergencies HealthLinkBC: Dealing with Emergencies HealthLinkBC: Dealing with Emergencies"
What are prescription drugs?,"You must have a doctor’s prescription (written permission) to buy most prescription drugs (medicines). Pharmacists can assess and treat many common minor ailments and prescribe contraception free of charge. If you are prescribed medication from your medical doctor, you need to take it to a pharmacist to have it processed. Most medical clinics have a pharmacy located in the same building or nearby. You can also find pharmacies in large supermarkets or drug stores. You will need your BC Services Card the first time you fill your prescription. The pharmacist will explain how often and how long you must take the medicine. PharmaCare may pay for some of the cost for prescription drugs you buy in British Columbia.  Pharmacies also charge a dispensing fee for each prescription they dispense. PharmaCare covers up to $10.00 in dispensing fees. If a pharmacy charges higher than a $10.00 dispensing fee, you will need to pay the difference. For more information: HealthLinkBC: Medications HealthLinkBC: Medications HealthLinkBC: Find Services – Pharmacy Services HealthLinkBC: Find Services – Pharmacy Services"
What are non-prescription (over-the-counter) drugs?,"You can buy some medicines without a prescription. These are called non-prescription (over-the-counter) drugs. They are usually for less serious problems, such as common colds or headaches. If you have a question about non-prescription drugs, you can ask the pharmacist. For more information: HealthLinkBC: Over-the-Counter Medicine Precautions HealthLinkBC: Over-the-Counter Medicine Precautions "
Can I carry medication with me when I travel in and out of Canada?,"If you are traveling overseas with a prescription or even over-the-counter medications, you should plan ahead. Prior to your trip, you should consult with your physician to identify your healthcare needs. Usually you are permitted to bring a single course of treatment or a 90-day supply, whichever is less based on the directions for use. Your prescription medicines and even some over-the-counter medication might be illegal at your destination. You should consider visiting the government website of your destination to make sure your medication is legal in that country. Be mindful that being authorized to possess or produce marijuana under the Canada’s Access to Cannabis for Medical Purposes Regulations does not allow you to carry marijuana in or out of Canada. For more information: Government of Canada: Travelling with medication Government of Canada: Travelling with medication"
How can I find a Doctor in BC?,"There are two types of doctors in British Columbia: family doctors (general practitioners or GPs) and specialists. Your family doctor takes care of most medical problems and looks after your everyday health needs or concerns. Medical specialists are doctors in a specific area of medicine, such as cardiologists, ophthalmologists, hospitalists and surgeons. If you are sick, you will go to your family doctor first. Your family doctor will refer you to a specialist or a hospital when needed. However, you don’t need a referral from your family doctor to see a dentist or an optometrist. The Medical Services Plan (MSP) of British Columbia will pay for most expenses of your visits to family doctors. It may be hard to find a family doctor who can take you as a patient. Keep looking and talking with people. New care providers can come to community anytime. Divisions of Family Practice may know a waiting list you can join to find a doctor in your community. You can also visit the website of the College of Physicians and Surgeons of British Columbia to search the Registrant Directory for doctors in your area. The waiting time can vary depending on the availability of doctors in your community. While waiting for a family doctor, you can visit a walk-in clinic if you feel sick. If you would like to have a doctor who speaks your home language, you can contact your local settlement agency; they may be able to assist you. For more information: College of Physicians and Surgeons of British Columbia: Registrant Directory College of Physicians and Surgeons of British Columbia: Registrant Directory Collage of Physicians and Surgeons of British Columbia: Public Resources – Frequently Asked Questions Collage of Physicians and Surgeons of British Columbia: Public Resources – Frequently Asked Questions Divisions of Family Practice: Divisions in British Columbia Divisions of Family Practice: Divisions in British Columbia HealthLinkBC: Medical Specialists HealthLinkBC: Medical Specialists"
How do I find a dentist?,"There are different ways to find a dentist in British Columbia. You can ask family members, friends, neighbours, co-workers and other people if they can recommend a dentist who is accepting new patients. You can contact your local settlement agency – they may be able to tell you about a dentist who speaks your language. There are also some websites that provide information about dentists in different communities. The Medical Services Plan (MSP) of British Columbia will not pay for dental services, only medically required dental surgery performed in a hospital. The British Columbia Healthy Kids Program helps low-income families with the costs of basic dental care for their dependent children under the age of 19.  For more information: British Columbia Dental Association: Dentists Accepting New Patients British Columbia Dental Association: Dentists Accepting New Patients Government of British Columbia: Healthy Kids Program Government of British Columbia: Healthy Kids Program"
How do I find an optometrist?,"In most communities in BC, there are many optometry clinics that offer a wide range of optometry services including: regular eye exams for health and vision problems, diagnosis and treatment of eye disease, emergency treatment for eye accidents, prescription glasses or other devices for specialized vision needs, etc. You can contact your local settlement agency – they may be able to tell you about an optometrist who speaks your language. The Medical Services Plan (MSP) of British Columbia will not pay for optometry services except medically required eye examinations. However, the British Columbia Healthy Kids Program helps low-income families with the costs of prescription eyewear for their dependent children under the age of 19. For more information: Government of British Columbia: Optometrists Government of British Columbia: Optometrists Government of British Columbia: Healthy Kids Program Government of British Columbia: Healthy Kids Program"
What is mental health?,"Mental health involves how you feel, think, act and interact with the world around you. It is about recognizing your potential, coping with the normal stresses of life and making a contribution to your community. Good mental health isn’t about avoiding problems or trying to achieve a “perfect” life. It’s about living well and feeling capable despite the challenges. For more information: Canadian Mental Health Association (CMHA): Newcomers Mental Health Canadian Mental Health Association (CMHA): Newcomers Mental Health HereToHelp: Cross-Cultural Mental Health and Substance Use HereToHelp: Cross-Cultural Mental Health and Substance Use Centre for Addiction and Mental Health (CAMH): Information in Other Languages Centre for Addiction and Mental Health (CAMH): Information in Other Languages "
What is mental illness and how can I get help?,"Mental illnesses can take many forms, just as physical illnesses do. They can reduce your ability to cope with daily life. They can affect people of all ages, ethnicities, religions, occupations, levels of income, and levels of education. About 1 in 4 Canadians experience mental illness at some point in their life. There are many different types of mental illness. Within each mental illness, people may have very different symptoms and challenges. However, symptoms are just one piece. Access to services, support from loved ones, and the ability to participate in communities play a big part in the way people experience mental illnesses. Culture, background, and personal beliefs also shape the way people understand mental illnesses. Examples of mental illnesses include: depression, bipolar disorder, anxiety disorders, post-traumatic stress disorder (PTSD), psychosis and schizophrenia. If you or someone you know is experiencing any symptoms, talk to your doctor or contact the BC Mental Health Support Line at 310-6789 (do not add the area code before the number). For more information: heretohelp: We’re here to help heretohelp: We’re here to help Centre for Addictions and Mental Health (CAMH): Information in Languages Other Than English Centre for Addictions and Mental Health (CAMH): Information in Languages Other Than English BC Association of Clinical Counsellors BC Association of Clinical Counsellors "
